"moniker","time","Happy_e","Enthusiastic","Pleased","Relaxed","Nervous","Sad","Irritated","Angry","Stressed","MWoccur","EmotionChronometry"
"5",1.1,1,5,3,3,1,4,1,1,4,1,30
"5",1.2,3,5,5,3,4,4,2,3,3,0,1
"5",1.3,1,1,3,2,4,4,6,5,5,1,1
"5",1.4,3,3,1,2,3,5,4,2,4,1,5
"5",1.5,2,2,3,3,2,4,2,2,3,0,60
"5",2.1,2,2,2,5,4,3,2,2,3,1,7
"5",2.2,2,2.25,2.25,3.25,2.75,3.25,2.5,1.75,3,0.75,45.5
"5",2.3,2,2,2,2,3,3,4,1,4,1,90
"5",2.4,2,3,2,3,2,3,2,2,2,1,25
"5",2.5,2,2,3,4,2,2,1,1,3,1,45
"5",3.1,2,2,2,4,1,3,2,2,2,0,1
"5",3.2,2,1,1,4,2,2,1,1,2,1,1
"5",3.3,2.25,1.75,1.5,4.25,1.75,2.25,1.5,1.5,2,0.25,30.5
"5",3.4,3,2,2,4,2,2,2,2,2,0,60
"5",3.5,2,2,1,5,2,2,1,1,2,0,60
"5",4.1,1,1,1,3,2,5,1,1,3,0,1
"5",4.2,2,2,2,4,2,1,2,1,2,0,60
"5",4.3,1.75,1.25,1.5,4,1.5,2.25,1.25,1,2,0.25,30.5
"5",4.4,2,1,2,4,1,2,1,1,2,0,1
"5",4.5,2,1,1,5,1,1,1,1,1,1,60
"5",5.1,2,3,3,2,2,2,4,2,5,1,80
"5",5.2,2,4,3,2,5,2,5,3,5,1,45
"5",5.3,3,2,3,2,3,3,5,5,5,1,25
"5",5.4,1,1,1,2,2,3,5,4,5,1,40
"5",5.5,2,2,2,2,2,3,5,4,4,0,1
"5",6.1,3,2,2,3,3,3,3,3,4,1,1
"5",6.2,2,2,1,2,1,2,3,2,3,0,1
"5",6.3,2,2,2,3,3,2,4,3,3,0,45
"5",6.4,3,2,3,2,2,2,2,2,3,0,45
"5",6.5,3,1,3,4,1,3,2,1,3,0,20
"5",7.1,2,4,3,4,3,1,2,1,3,0,1
"5",7.2,3,2,2,2,4,2,2,2,2,1,45
"5",7.3,2,2,2,3,3,2,5,3,4,0,50
"5",7.4,2,2,2,2,5,4,4,3,4,1,1
"5",7.5,2,2,2,3,2,2,3,1,3,0,60
"5",8.1,2,2.25,2.25,2.25,3.25,2.75,3.5,2.25,4,0.5,22
"5",8.2,3,4,4,2,2,2,2,2,3,0,20
"5",8.3,1,1,1,2,4,3,5,3,6,1,7
"5",8.4,2.5,2.25,2.5,2.5,2.25,2.25,2.5,2,3,0.25,16.75
"5",8.5,3,2,2,3,2,2,2,2,2,0,20
"5",9.1,3,2,3,3,1,2,1,1,1,0,20
"5",9.2,2,2,3,5,1,1,1,1,1,1,7
"5",9.3,2,2,3,3,2,1,1,1,2,0,60
"5",9.4,1,2,2,4,4,2,1,1,3,0,45
"5",9.5,2,2,3,6,2,1,1,1,5,0,25
"5",10.1,2,2,2,4,1,2,1,1,1,0,1
"5",10.2,2,1,2,4,1,2,1,1,1,0,60
"5",10.3,3,3,3,5,2,2,1,1,1,0,1
"5",10.4,2.25,1.75,2.25,4.25,2.25,2.25,1.5,1.25,1.5,0,37.75
"5",10.5,2,1,2,5,4,3,1,1,1,0,45
"5",11.1,2,2,2,3,2,2,3,2,3,0,45
"5",11.2,2,2,2,2,4,2,5,2,6,0,80
"5",11.3,2,3,2,1,5,2,4,3,6,0,30
"5",11.4,2,1,2,1,6,5,5,5,6,1,1
"5",11.5,2,1,1,3,1,3,4,2,3,0,35
"5",12.1,2,2,2,4,4,2,2,2,3,0,25
"5",12.2,1,3,2,3,2,2,3,2,3,0,7
"5",12.3,2,4,3,2,4,1,3,2,3,0,1
"5",12.4,3,3,3,2,3,2,3,2,3,0,1
"5",12.5,2,1,2,3,1,3,1,1,3,1,50
"5",13.1,2,4,2,2,5,3,5,2,5,0,50
"5",13.2,2,2,2,2,4,2,3,2,5,1,45
"5",13.3,2,2,2,2,5,5,5,2,6,0,1
"5",13.4,2,2,3,3,3,3,4,3,5,0,55
"5",13.5,2,2,2,4,2,3,1,1,2,0,25
"5",14.1,2,1,3,2,2,2,1,1,1,0,7
"5",14.2,2,1,2,1,3,1,3,1,5,0,25
"5",14.3,2,1,1,2,3,3,4,1,4,1,25
"5",14.4,2,1,1,4,3,1,2,1,3,0,60
"5",14.5,2,2,3,4,1,2,2,2,3,0,1
