"moniker","time","Happy_e","Enthusiastic","Pleased","Relaxed","Nervous","Sad","Irritated","Angry","Stressed","MWoccur","EmotionChronometry"
"50",1.1,2,2.5,2,2,5.5,4.5,6,5.5,6,0.5,45.5
"50",1.2,2,2.5,2,2,5.5,4.5,6,5.5,6,0.5,45.5
"50",1.3,1,1,1,1,6,6,6,6,7,1,1
"50",1.4,3,4,3,3,5,3,6,5,5,0,90
"50",1.5,3,3,6,3,5,3,4,3,4,0,60
"50",2.1,3,3,3,3,5,3,4,4,5,0,60
"50",2.2,5,3,5,4,4,3,4,4,4,0,60
"50",2.3,3,5,5,4,5,4,4,4,5,1,90
"50",2.4,4,5,5,5,3,3,4,2,3,0,60
"50",2.5,5,5,5,5,3,2,3,3,2,0,30
"50",3.1,5,6,5,5,2,2,2,2,2,0,1
"50",3.2,5,5.5,4.5,5,3.5,2.5,2.75,3.25,3.5,0,37.75
"50",3.3,5,5,3,5,5,3,3,4,5,0,60
"50",3.4,5,6,5,5,4,3,3,4,5,0,60
"50",3.5,5,5,5,5,4,2,4,3,4,0,30
"50",4.1,4,4,4,4,4,2,4,3,5,0,60
"50",4.2,5,5,5,5,2,2,2,2,2,1,40
"50",4.3,4,5,5,5,4,4,4,4,5,0,90
"50",4.4,6,6,6,6,2,2,1,2,2,0,20
"50",4.5,5,4,4.75,4,4.5,4.25,4.25,4.5,4.5,0.25,52.5
"50",5.1,6,2,2,2,6,6,6,6,6,0,60
"50",5.2,4,3,6,3,6,5,6,6,5,1,40
"50",5.3,3,3,3,3,3,3,5,4,5,0,90
"50",5.4,5,5,5,6,2,2,2,2,2,0,30
"50",5.5,5,5,5,5,3,3,3,2,2,0,60
"50",6.1,4,5,4,4,2,2,2,2,2,0,50
"50",6.2,4.75,5,4.75,4.75,2.75,2.75,2.75,2.5,2.5,0,52.5
"50",6.3,5,5,5,5,3,3,3,3,3,0,60
"50",6.4,5,5,5,5,3,3,3,3,3,0,40
"50",6.5,3,2,4,3,3,6,6,4,6,1,60
"50",7.1,4.5,4.25,4.75,4.5,3,3.5,3.5,3.25,3.75,0.25,47.5
"50",7.2,5,5,5,6,2,2,2,2,2,0,30
"50",7.3,5,5,5,4,4,3,3,4,4,0,60
"50",7.4,3,4,2,2,6,4,5,4,4,1,60
"50",7.5,2,3,2,3,6,2,5,5,5,0,60
"50",8.1,5,5,5,5,3,3,3,3,3,0,20
"50",8.2,4.25,4.75,4.5,5,3.25,2.5,3,3,3,0.25,50
"50",8.3,5,5,5,6,2,3,2,2,2,1,60
"50",8.4,5,6,6,6,2,2,2,2,2,0,60
"50",8.5,5,5,5,5,2,2,2,2,2,0,90
"50",9.1,5,5,5,5,2,2,2,3,2,0,80
"50",9.2,5,5,5,2,2,2,2,2,2,0,60
"50",9.3,5,5,5,5,3,2,3,3,3,0,60
"50",9.4,5,5,5,5,2,2,2,2,2,0,60
"50",9.5,5,5,5,6,3,2,2,2,2,0,60
"50",10.1,6,5,5,5,2,2,2,2,2,0,60
"50",10.2,5,5,5,3,3,2,3,2,5,0,60
"50",10.3,3,5,4,3,3,3,3,3,3,0,60
"50",10.4,2,3,2,2,6,6,6,6,6,1,60
"50",10.5,4,5,5,3,3,3,3,3,4,0,60
"50",11.1,4.25,4.75,4.5,4,3.5,3.25,3.25,3.25,3.5,0.25,47.5
"50",11.2,6,6,6,6,3,2,2,2,2,0,40
"50",11.3,5,5,5,5,2,2,2,2,2,0,30
"50",11.4,4.75,5,5,5.5,3.25,2.75,2,2.5,3,0,47.5
"50",11.5,5,6,5,6,3,2,2,3,3,0,60
"50",12.1,3,3,4,5,5,5,2,3,5,0,60
"50",12.2,6,6,6,7,2,2,1,2,2,0,40
"50",12.3,6,6,6,6,2,2,2,2,2,0,60
"50",12.4,5,4,5,5,2,2,2,2,2,0,40
"50",12.5,6,5,6,6,2,2,2,2,2,0,1
"50",13.1,5,5,5,5,3,3,3,3,3,0,1
"50",13.2,5.25,5,5.25,5.25,2.25,2.25,2.25,2.25,2.25,0,5.75
"50",13.3,5,5,5,5,2,2,2,2,2,0,20
"50",13.4,5,5,5,5,2,2,2,2,2,0,1
"50",13.5,5,4.5,4.75,5.25,2,2.25,2,2,2.25,0,25.25
"50",14.1,5,5,5,5,2,2,2,2,2,0,60
"50",14.2,5,3,4,6,2,3,2,2,3,0,20
"50",14.3,5,5,5,5,2,2,2,2,2,1,60
"50",14.4,5,4,4.5,5.5,2,2.5,2,2,2.5,0.5,40
"50",14.5,5,4,4.5,5.5,2,2.5,2,2,2.5,0.5,40
