"moniker","time","Happy_e","Enthusiastic","Pleased","Relaxed","Nervous","Sad","Irritated","Angry","Stressed","MWoccur","EmotionChronometry"
"21",1.1,4,4,4,3,4,2,2,2,3,1,60
"21",1.2,4,3,3,3,3,3,2,2,4,0,60
"21",1.3,3,3,3,3,2,3,3,2,4,0,60
"21",1.4,3,3,3,3,2,2,2,2,3,0,60
"21",1.5,3,2.5,2.75,3.5,2,2.25,2.75,2,3.25,0,30.5
"21",2.1,3,2,2,4,2,2,4,2,4,0,1
"21",2.2,3,2,3,4,2,2,2,2,2,0,1
"21",2.3,2,2,2,2,3,3,4,4,4,0,60
"21",2.4,2.75,2.25,2.75,2.5,2.25,2.25,3.5,3,3.5,0.25,45.25
"21",2.5,3,3,3,2,2,2,4,4,4,1,60
"21",3.1,3,2,3,2,2,2,4,2,4,0,60
"21",3.2,3,3,3,2,2,2,2,2,4,0,60
"21",3.3,3,2,3,3,2,2,2,2,2,0,60
"21",3.4,3,2,3,2,2,2,3,2,4,0,60
"21",3.5,3.5,2.5,3.75,3.25,2,2,2.25,2,2.5,0,60
"21",4.1,4,3,5,4,2,2,2,2,2,0,60
"21",4.2,4,3,4,4,2,2,2,2,2,0,60
"21",4.3,5,4,5,5,2,2,1,1,2,0,60
"21",4.4,4,3,4,5,2,2,1,1,1,0,60
"21",4.5,5,4,4,5,2,1,1,1,2,0,60
"21",5.1,4,4,4,4,2,1,1,1,2,0,60
"21",5.2,4.25,3.75,3.75,4,2,1.5,1.5,1.5,2,0,60
"21",5.3,4,4,3,3,2,2,2,2,2,0,60
"21",5.4,4,3,4,4,2,2,2,2,2,0,60
"21",5.5,5,4,5,5,2,2,1,1,1,0,60
"21",6.1,4,3,3,3,2,2,2,2,3,0,60
"21",6.2,3,3,3,4,2,2,2,2,3,0,60
"21",6.3,4,3,3,3,2,2,2,2,3,0,60
"21",6.4,3,4,3,3,2,2,2,2,2,0,60
"21",6.5,4,3,3,3,2,2,2,1,2,0,60
"21",7.1,3,3,3,3,2,2,2,2,3,0,60
"21",7.2,3,3,3,3,2,2,2,2,3,0,60
"21",7.3,2,3,3,3,2,2,2,2,2,0,60
"21",7.4,3,3,3,4,2,2,2,2,2,0,60
"21",7.5,4,2,3,4,2,2,2,2,2,0,60
"21",8.1,3,3,3,3,2,2,2,1,2,0,60
"21",8.2,3.25,2.75,3,3.25,2,2,2,1.75,2.25,0,60
"21",8.3,3,3,3,2,2,2,2,2,3,0,60
"21",8.4,3,3,3,4,2,2,2,2,2,0,60
"21",8.5,3,3,3,4,2,2,1,2,2,0,60
"21",9.1,3,3,3,3,2,2,2,2,2,0,60
"21",9.2,3,2,3,2,2,2,3,2,3,0,60
"21",9.3,3.25,2.75,3,3,1.75,1.75,2,1.75,2,0,60
"21",9.4,3,2,3,3,2,2,2,2,2,0,60
"21",9.5,4,4,3,4,1,1,1,1,1,0,60
"21",10.1,3,2,3,3,2,2,2,2,2,0,60
"21",10.2,3,2,3,3,2,2,2,2,2,0,60
"21",10.3,3,3,3,3,2,2,2,2,2,0,60
"21",10.4,3,3,3,3,2,2,2,2,2,0,60
"21",10.5,2,2,2,2,2,3,4,3,5,0,60
"21",11.1,4,3,3,3,2,2,2,2,2,0,60
"21",11.2,4,3,3,3,2,2,2,2,2,0,60
"21",11.3,3,4,3,4,2,2,2,2,2,0,60
"21",11.4,3.75,3,3,3.25,2,2,2,1.75,2,0,60
"21",11.5,4,2,3,2,2,2,2,2,2,0,60
"21",12.1,4,3,3,4,2,2,2,1,2,0,60
"21",12.2,4,4,4,4,1,1,1,1,1,0,60
"21",12.3,4,3,4,4,2,2,2,2,2,0,60
"21",12.4,4,3,4,4,2,2,2,1,2,0,60
"21",12.5,3,2,2,3,3,2,2,2,3,0,45
"21",13.1,3,2,3,3,3,3,2,2,2,0,60
"21",13.2,3,2,3,3,2,2,2,2,2,0,60
"21",13.3,3,2,3.25,3,2.25,2.25,2,2,2,0,60
"21",13.4,3,2,3,3,2,2,2,2,2,0,60
"21",13.5,3,2,4,3,2,2,2,2,2,0,60
"21",14.1,3,2.33333333333333,3.33333333333333,2.66666666666667,2,2,2,2,2,0,60
"21",14.2,3.33333333333333,2.33333333333333,3.33333333333333,2.33333333333333,2,2,2,2,2,0,60
"21",14.3,3,3,3,2,2,2,2,2,2,0,60
"21",14.4,4,2,3,2,2,2,2,2,2,0,60
"21",14.5,3,3,4,4,2,2,2,2,2,0,60
