"moniker","time","Happy_e","Enthusiastic","Pleased","Relaxed","Nervous","Sad","Irritated","Angry","Stressed","MWoccur","EmotionChronometry"
"24",1.1,5,4,7,6,1,4,5,3,1,1,90
"24",1.2,4,3,2,5,1,1,3,1,1,1,20
"24",1.3,7,7,7,7,1,1,1,1,1,0,1
"24",1.4,4,7,6,6,1,1,4,4,1,0,20
"24",1.5,3,1,4,5,1,5,6,4,2,0,60
"24",2.1,7,7,7,7,1,1,4,1,1,0,1
"24",2.2,4,5,6,2,1,1,1,1,1,0,240
"24",2.3,7,5,6,5,2,1,3,1,1,1,55
"24",2.4,4,2,4,5,2,1,5,1,1,0,60
"24",2.5,5,5,4,5,1,2,3,1,1,0,1
"24",3.1,3,1,3,4,2,5,4,3,2,0,30
"24",3.2,4,1,4,3,1,2,1,2,1,1,50
"24",3.3,1,1,4,3,3,7,7,7,5,1,1
"24",3.4,3,3,2,6,1,7,1,7,1,0,1
"24",3.5,3,2,4,6,1,7,1,7,1,1,1
"24",4.1,3,2,3,3,3,5,5,2,1,1,60
"24",4.2,4,4,4,5,1,1,2,1,1,0,1
"24",4.3,5,4,4,4,1,1,1,1,1,1,60
"24",4.4,6,4,4,7,1,1,1,1,1,0,55
"24",4.5,4,4,4,7,1,1,1,1,1,0,30
"24",5.1,5,4,4,5,1,1,3,1,1,0,1
"24",5.2,4,4,4,4,1,1,1,1,1,0,30
"24",5.3,4,2,4,3,2,1,1,1,1,1,60
"24",5.4,4,4,4,4,1,1,3,1,1,0,60
"24",5.5,4,1,4,4,1,5,1,5,1,0,1
"24",6.1,2,2,2,4,1,2,1,1,1,1,1
"24",6.2,3,1,3,3,1,3,5,1,1,1,30
"24",6.3,3,3,4,3,1,1,1,1,1,0,50
"24",6.4,4,3,3,6,1,3,3,1,1,1,45
"24",6.5,3,3,3,3,1,1,1,1,1,1,60
"24",7.1,3.5,3.5,4,4.25,1,2.5,2,1,1,0.5,41.5
"24",7.2,2,3,3,4,1,5,3,1,1,0,1
"24",7.3,5,5,7,4,1,1,1,1,1,0,60
"24",7.4,3,1,3,3,1,5,3,3,1,1,80
"24",7.5,3,3,3,5,1,3,3,1,1,0,60
"24",8.1,3,1,3,3,1,3,3,1,1,0,1
"24",8.2,3,1,3,5,1,3,2,2,1,1,1
"24",8.3,3,1,4,3,1,3,4,2,1,1,30
"24",8.4,2,1,1,3,1,1,3,1,1,0,1
"24",8.5,3,1,3,4,4,5,3,3,3,0,1
"24",9.1,3,3,4,4,1,3,2,1,1,0,1
"24",9.2,3,1,3,3,1,3,3,2,1,1,60
"24",9.3,3.5,2.75,3.5,4,1,2.5,2.25,1.25,1,0.75,60.25
"24",9.4,2,1,2,4,1,3,3,1,1,1,90
"24",9.5,6,6,5,5,1,1,1,1,1,1,90
"24",10.1,4,4,4,4,1,1,1,1,1,0,40
"24",10.2,3,3,3,3,1,1,1,1,1,0,45
"24",10.3,5,4,5,5,1,2,1,1,1,0,1
"24",10.4,3,3,3,3,1,1,4,1,1,0,80
"24",10.5,5,4,4,4,1,1,2,1,2,0,60
"24",11.1,4,3,4,3,1,1,1,1,1,1,1
"24",11.2,5,4,5,3,3,1,3,1,1,1,60
"24",11.3,4.25,3.75,4,4.25,1.5,1,1.5,1,1,0.5,15.75
"24",11.4,4,5,3,6,1,1,1,1,1,0,1
"24",11.5,4,3,4,5,1,1,1,1,1,0,1
"24",12.1,4,3,5,6,3,1,1,1,1,1,60
"24",12.2,4,4,4,4,1,1,1,1,1,0,1
"24",12.3,5,4,6,6,1,1,1,1,1,0,40
"24",12.4,4,4,5,4,1,1,1,1,1,1,1
"24",12.5,4,1,4,4,1,1,3,1,1,0,1
"24",13.1,4,3,3,3,2,1,2,1,1,0,60
"24",13.2,4,3,4,3,3,1,1,1,1,1,50
"24",13.3,3,3,3,3,1,1,1,1,1,0,50
"24",13.4,3,3,4,4,1,1,1,1,1,0,60
"24",13.5,4,3,4,4,3,1,2,1,1,0,60
"24",14.1,3,3,3,3,4,1,3,2,4,1,1
"24",14.2,4,4,4,3,3,1,3,1,3,0,60
"24",14.3,5,4,5,5,2,1,2,1,1,1,50
"24",14.4,4,3,4,4,1,1,1,1,2,0,60
"24",14.5,4,3,3,4,1,1,1,1,2,0,60
