"moniker","time","Happy_e","Enthusiastic","Pleased","Relaxed","Nervous","Sad","Irritated","Angry","Stressed","MWoccur","EmotionChronometry"
"51",1.1,2,2,1,2,6,7,5,3.5,5,1,25
"51",1.2,2,1,2,2,5,6,6,4,5,0,20
"51",1.3,2,3,3,4,3,5,4,3,5,0,30
"51",1.4,3,4,5,4,4,2,2,2,4,0,1
"51",1.5,3,3.5,3.25,4,3.5,3,3.5,3.25,4.25,0.25,14
"51",2.1,4,4,3,5,3,2,3,2,3,0,5
"51",2.2,3,3,2,3,4,3,5,6,5,1,20
"51",2.3,4,5,4,4,2,2,1,1,2,1,20
"51",2.4,4,2,3,2,4,1,4,2,3,0,1
"51",2.5,5,5,6,6,1,1,1,1,1,1,30
"51",3.1,4,4,5,6,2,1,2,1,2,0,1
"51",3.2,2,3,2,2,6,2,4,5,4,1,20
"51",3.3,4,4,5,6,3,2,2,1,3,1,20
"51",3.4,2,2,2,2,5,5,5,5,6,0,60
"51",3.5,2,2,2,2,4,3,4,2,5,0,1
"51",4.1,4,4,5,6,3,1,1,1,2,0,1
"51",4.2,3,4,3,5,2,1,1,1,2,1,1
"51",4.3,5,5,6,6,2,1,1,1,2,0,1
"51",4.4,6,5,6,5,3,1,2,2,2,0,5
"51",4.5,4,4,4,4,4,2,4,4,3,1,30
"51",5.1,5,5,5,6,2,1,1,1,1,1,20
"51",5.2,4,5,5,4,3,1,1,1,2,1,1
"51",5.3,4,4,3,3,4,1,2,1,3,1,1
"51",5.4,5,5,6,5,2,1,2,2,2,1,30
"51",5.5,5,4,5,6,3,1,1,1,2,1,1
"51",6.1,3,3,3,6,2,1,2,1,2,0,5
"51",6.2,4,5,5,5,2,1,1,1,1,1,1
"51",6.3,5,5,5,6,1,1,2,1,1,0,45
"51",6.4,5,5,5,5,2,1,1,1,1,1,1
"51",6.5,5,5,5,6,2,1,1,1,1,1,1
"51",7.1,2,2,2,5,2,6,3,1,1,0,20
"51",7.2,2,1,2,5,2,6,2,1,3,0,60
"51",7.3,1,3,4,5,2,6,2,2,2,0,60
"51",7.4,2,1,2,4,2,7,2,3,2,1,1
"51",7.5,3,3,4,5,2,5,4,1,1,0,50
"51",8.1,5,4,5,6,2,1,2,1,1,0,1
"51",8.2,5,6,6,5,2,1,1,1,1,0,60
"51",8.3,5,5,5,6,1,1,2,1,2,0,20
"51",8.4,5,5,5,6,1,1,1,1,2,0,60
"51",8.5,5,5,5,5,1,1,1,1,2,0,50
"51",9.1,4,5,4,6,2,1,1,1,2,0,1
"51",9.2,4,5,4,5,2,1,1,1,2,1,20
"51",9.3,4,4,4,5,2,1,2,1,2,1,20
"51",9.4,4,4,5,4,2,1,1,1,2,0,50
"51",9.5,4,4,5,4,1,1,1,1,1,0,1
"51",10.1,5,5,4,4,3,1,2,1,4,0,1
"51",10.2,4,3,3,4,2,1,1,1,1,0,30
"51",10.3,3,3,4,5,2,1,2,2,1,0,20
"51",10.4,2,2,2,4,2,3,1,1,1,0,1
"51",10.5,5,3,5,5,1,2,2,1,1,0,1
"51",11.1,4,3,4,6,1,2,2,1,2,0,1
"51",11.2,4,4,4,5,2,1,1,1,2,0,50
"51",11.3,4,2,3,5,1,1,2,1,1,0,20
"51",11.4,2,2,1,3,3,5,2,2,3,0,1
"51",11.5,3,1,2,3,3,3,4,2,5,0,1
"51",12.1,4,3,2,4,3,1,3,1,3,0,1
"51",12.2,3,4,3,5,2,2,1,1,2,0,20
"51",12.3,4,3,4,5,3,1,1,1,2,0,20
"51",12.4,1,1,2,2,4,2,6,3,4,1,55
"51",12.5,1,2,1,2,2,7,3,3,4,1,1
"51",13.1,3,4,5,6,3,2,1,1,2,0,1
"51",13.2,4,3,4,4,3,1,1,1,2,1,20
"51",13.3,3,4,4,4,3,1,2,1,2,0,1
"51",13.4,5,5,5,4,1,1,1,1,2,0,1
"51",13.5,4,4,5,6,1,1,1,1,1,0,30
"51",14.1,2,3,2,4,3,2,3,1,3,0,8
"51",14.2,2,3,3,4,2,2,2,1,2,1,1
"51",14.3,1,2,1,4,5,4,5,3,5,0,50
"51",14.4,2,4,3,2,6,2,1,1,5,0,60
"51",14.5,1,2,1,2,4,6,6,5,5,1,30
