"moniker","time","Happy_e","Enthusiastic","Pleased","Relaxed","Nervous","Sad","Irritated","Angry","Stressed","MWoccur","EmotionChronometry"
"65",1.1,1,1,1,3,1,6,2,1,3,0,60
"65",1.2,2,3,1,2,1,5,1,1,4,1,20
"65",1.3,5,3,5,5,1,3,1,1,2,0,1
"65",1.4,5,5,5,5,1,2,1,1,1,0,20
"65",1.5,5,2,4,5,1,1,1,1,1,0,1
"65",2.1,4,4,2,3,1,4,1,1,3,1,30
"65",2.2,4.25,3,3,3.5,1,1.75,2.25,1,1.75,0.25,13
"65",2.3,5,5,5,4,1,1,4,1,2,0,20
"65",2.4,3,1,1,2,1,1,3,1,1,0,1
"65",2.5,2,1,2,2,3,5,1,4,6,1,30
"65",3.1,1,1,1,1,1,1,7,5,7,1,1
"65",3.2,4,1,4,2,1,5,4,1,1,1,60
"65",3.3,1,1,1,4,1,4,5,1,6,0,1
"65",3.4,4,1,1,6,1,1,1,1,2,0,5
"65",3.5,1,1,1,1,1,5,4,1,5,1,30
"65",4.1,1,1,1,5,1,4,2,1,2,1,30
"65",4.2,1.75,1.25,1.75,2.25,1,4.25,2,1,4,0.75,25
"65",4.3,4,2,4,2,1,1,1,1,5,0,20
"65",4.4,1,1,1,1,1,7,1,1,4,1,20
"65",4.5,5,5,4,5,1,1,1,1,2,0,30
"65",5.1,4,1,1,5,1,1,1,1,1,0,90
"65",5.2,5,4,4,6,1,2,1,1,4,0,45
"65",5.3,5,6,4,7,1,1,1,1,1,0,1
"65",5.4,5,5,5,4,1,1,1,1,1,0,30
"65",5.5,5,4,4,6,1,1,1,1,1,0,90
"65",6.1,5.33333333333333,4.33333333333333,4.33333333333333,5.33333333333333,1,1,1,1,1,0,60
"65",6.2,5.33333333333333,4,4,5.66666666666667,1,1,1,1,1.33333333333333,0.333333333333333,60
"65",6.3,6,4,4,6,1,1,1,1,1,0,60
"65",6.4,5,4,4,5,1,1,1,1,2,1,30
"65",6.5,5,4,5,6,1,1,1,1,1,0,90
"65",7.1,1,1,1,1,1,5,1,1,5,1,30
"65",7.2,6,3,5,3,1,6,1,1,3,0,1
"65",7.3,2,1,1,1,1,4,5,2,5,1,20
"65",7.4,4,1,1,5,1,5,1,1,4,0,30
"65",7.5,6,5,6,1,1,1,1,1,1,0,50
"65",8.1,4,3.75,3,4.25,1,3.25,1,1,2,0,38.75
"65",8.2,5,5,4,5,1,1,1,1,2,0,45
"65",8.3,1,4,1,6,1,6,1,1,1,0,30
"65",8.4,6,5,4,5,1,1,1,1,1,0,20
"65",8.5,5,3,4,6,1,1,1,1,1,0,60
"65",9.1,1,1,1,3,1,5,1,5,5,1,1
"65",9.2,4,1,4,5,1,1,1,1,1,0,60
"65",9.3,3,2.33333333333333,3,4.66666666666667,1,2.33333333333333,1,2.33333333333333,2.33333333333333,0.333333333333333,20.6666666666667
"65",9.4,4,3,4,5.5,1,1,1,1,1,0,30.5
"65",9.5,4,5,4,6,1,1,1,1,1,0,1
"65",10.1,2.5,3,2.5,6.5,1,1,1,1,1,0,120.5
"65",10.2,1,1,1,7,1,1,1,1,1,0,240
"65",10.3,3.66666666666667,3.33333333333333,3.33333333333333,6.33333333333333,1,1,1,1,1,0.333333333333333,130
"65",10.4,5,4,5,6,1,1,1,1,1,1,60
"65",10.5,5,5,4,6,1,1,1,1,1,0,90
"65",11.1,4,5,1,4,1,5,1,1,1,1,45
"65",11.2,4,3,4,3,1,5,1,1,5,0,90
"65",11.3,3,5,6,4,1,3,1,1,5,0,30
"65",11.4,1,1,1,1,1,1,6,1,5,1,1
"65",11.5,4,4,4,5,1,1,1,1,1,0,60
"65",12.1,3,1,3,2,1,5,1,1,1,0,60
"65",12.2,4,4,3,2,1,4,5,1,5,0,30
"65",12.3,1,1,1,1,1,5,1,1,4,1,30
"65",12.4,4,5,4,4,1,1,3,1,3,0,60
"65",12.5,4,4,4,5,1,1,1,1,1,0,60
"65",13.1,4,3.33333333333333,4,4,1,1,1.66666666666667,1,2,0,50
"65",13.2,4.33333333333333,3.33333333333333,4,4.66666666666667,1,1,1,1,1.33333333333333,0.333333333333333,45
"65",13.3,4,1,4,3,1,1,1,1,2,0,30
"65",13.4,5,5,4,6,1,1,1,1,1,1,45
"65",13.5,5,4,4,6,1,1,1,1,1,0,30
"65",14.1,4,3,1,1,1,1,1,1,4,0,20
"65",14.2,4,1,4,2,1,1,5,1,6,0,30
"65",14.3,5,5,5,6,1,1,1,1,4,0,60
"65",14.4,5,5,6,6,1,1,1,1,2,0,60
"65",14.5,5,5,5,6,1,1,1,1,1,0,45
