"moniker","time","Happy_e","Enthusiastic","Pleased","Relaxed","Nervous","Sad","Irritated","Angry","Stressed","MWoccur","EmotionChronometry"
"15",1.1,7,6,6,7,1,1,1,1,1,1,60
"15",1.2,7,7,7,7,1,1,1,1,1,0,45
"15",1.3,7,7,7,7,1,1,1,1,1,0,1
"15",1.4,7,7,7,7,1,1,1,1,1,0,400
"15",1.5,6,5,7,7,1,1,1,1,1,0,60
"15",2.1,6,5,5,7,1,1,1,1,1,1,1
"15",2.2,7,7,7,7,1,1,1,1,1,0,60
"15",2.3,7,7,7,7,1,1,1,1,1,0,1
"15",2.4,7,7,7,7,1,1,1,1,1,0,20
"15",2.5,7,5,5,7,1,1,1,1,1,0,60
"15",3.1,6,4,4,4,2,1,4,1,5,0,30
"15",3.2,6,4,4,3,1,1,1,1,5,0,30
"15",3.3,1,2,2,2,1,3,6,4,7,0,1
"15",3.4,6,6,6,6,1,1,1,1,1,0,20
"15",3.5,6,5,5,7,1,1,1,1,1,0,1
"15",4.1,3,3,1,2,2,5,7,1,7,0,30
"15",4.2,4,4,4,4,1,1,4,1,4,0,30
"15",4.3,5,4,3,3,1,1,3,1,4,0,1
"15",4.4,5,5,4,5,1,1,1,1,5,0,1
"15",4.5,7,7,7,7,1,1,1,1,1,1,1
"15",5.1,6,5,5,5,1,1,1,1,3,0,30
"15",5.2,6,6,6,6,1,1,1,1,1,0,20
"15",5.3,5,4,4,4,1,1,3,1,3,0,20
"15",5.4,6,6,5,6,1,1,1,1,1,0,20
"15",5.5,7,7,7,7,1,1,1,1,1,0,30
"15",6.1,6,5,5,5,1,1,1,1,1,0,30
"15",6.2,6.5,6,6,6,1,1,1,1,1,0,30
"15",6.3,6.5,6,6,6,1,1,1,1,1,0,37.5
"15",6.4,7,7,7,7,1,1,1,1,1,0.5,37.5
"15",6.5,7,7,7,7,1,1,1,1,1,0,45
"15",7.1,7,7,7,7,1,1,1,1,1,1,30
"15",7.2,6,6,6,6,1,1,1,1,1,1,30
"15",7.3,6,6,6,6,1,1,1,1,1,0,30
"15",7.4,7,7,7,7,1,1,1,1,1,0,1
"15",7.5,7,7,7,7,1,1,1,1,1,0,30
"15",8.1,6,5,5,5,1,1,1,1,1,0,1
"15",8.2,6,7,7,4,3,1,1,1,3,0,1
"15",8.3,7,7,7,7,1,1,1,1,1,0,45
"15",8.4,7,7,7,7,1,1,1,1,1,0,30
"15",8.5,7,7,7,7,1,1,1,1,1,0,20
"15",9.1,6,5,6,5,1,1,1,1,1,0,45
"15",9.2,7,7,7,7,1,1,1,1,1,0,30
"15",9.3,6,6,6,6,1,1,1,1,1,0,20
"15",9.4,7,7,7,7,1,1,1,1,1,0,30
"15",9.5,7,6,7,7,1,1,1,1,1,0,20
"15",10.1,6,6,6,6,1,1,1,1,1,0,1
"15",10.2,7,7,7,7,1,1,1,1,1,0,30
"15",10.3,7,7,7,7,1,1,1,1,1,0,1
"15",10.4,7,7,7,7,1,1,1,1,1,0,20
"15",10.5,6,6,6,6,1,1,1,1,1,0,1
"15",11.1,7,7,7,7,1,1,1,1,1,0,1
"15",11.2,6,5,5,5,1,1,1,1,1,0,5
"15",11.3,3,3,4,5,1,5,3,1,2,0,45
"15",11.4,5,5,5,6,1,1,1,1,1,0,30
"15",11.5,6,5,5,6,1,1,1,1,1,0,1
"15",12.1,5,5,5,5,1,1,1,1,1,0,20
"15",12.2,4,4,4,5,1,4,1,1,1,0,30
"15",12.3,4,4,4,4,1,5,1,1,1,1,30
"15",12.4,6,5,5,5,1,2,1,1,1,0,1
"15",12.5,4,2,3,3,1,6,1,1,1,0,20
"15",13.1,2,1,2,1,3,5,4,1,3,0,20
"15",13.2,1,2,1,1,3,6,4,1,4,0,30
"15",13.3,1,1,1,1,2,6,4,1,3,0,30
"15",13.4,1,1,1,1,3,6,5,2,5,0,45
"15",13.5,1,1,1,1,2,7,4,2,4,0,60
"15",14.1,1,1,1,1,3,6,5,3,5,0,30
"15",14.2,1,1,1,1,3,6,3,1,4,0,20
"15",14.3,1,1,1,1,3,7,3,1,4,0,45
"15",14.4,1,1,1,1,4,7,4,2,4,0,20
"15",14.5,1,1,1,1,3,7,3,2,4,0,45
