"moniker","time","Happy_e","Enthusiastic","Pleased","Relaxed","Nervous","Sad","Irritated","Angry","Stressed","MWoccur","EmotionChronometry"
"98",1.1,3,1,5,7,1,2,1,1,1,0,45
"98",1.2,3,4,3,4,1,1,5,3,3,1,30
"98",1.3,4,4,3,5,1,1,1,1,1,1,50
"98",1.4,3,3,2.75,4.25,1.25,1.5,3.5,3,2.5,0.75,42.75
"98",1.5,4,3,4,7,1,1,1,1,1,0,90
"98",2.1,1,1,1,1,2,3,7,7,5,1,1
"98",2.2,2,2,2,1,2,2,6,5,5,1,65
"98",2.3,3,4,4,2,1,1,1,1,1,0,1
"98",2.4,1,3,2,1,1,3,5,5,6,0,25
"98",2.5,3,4,5,7,1,1,1,1,1,0,1
"98",3.1,2,3,3,6,1,1,2,2,2,0,45
"98",3.2,3,4,4,4,1,1,2,1,3,0,40
"98",3.3,5,5,5,2,1,1,1,1,1,0,60
"98",3.4,3,4,3,4,1,1,1,1,2,0,1
"98",3.5,3,4,4,5,1,1,2,1,2,0,7
"98",4.1,2,2,2,3,5,2,3,5,6,1,20
"98",4.2,2,4,2,3,2,1,2,1,4,0,7
"98",4.3,4,5,4,5,1,1,1,1,2,0,25
"98",4.4,4,5,5,5,1,1,1,1,1,0,45
"98",4.5,3,3,4,5,1,1,2,2,1,0,1
"98",5.1,4,4,5,4,1,1,1,1,1,0,25
"98",5.2,3,4,4,2,1,1,2,1,2,0,90
"98",5.3,4,5,4,3,2,1,3,2,5,0,1
"98",5.4,3,3,3,3,2,1,3,2,5,0,7
"98",5.5,3,5,2,3,3,1,6,3,5,0,1
"98",6.1,2,2,2,2,3,3,5,3,3,0,30
"98",6.2,2,4,2,2,1,2,3,1,3,0,45
"98",6.3,1.75,3.25,2,2,2,2.25,4.5,3,4.25,0.25,35
"98",6.4,2,5,3,3,2,2,3,1,4,1,30
"98",6.5,1,2,1,1,2,2,7,7,7,0,35
"98",7.1,2,3,2,2,3,2,3,3,5,0,60
"98",7.2,2,4,2,1,7,4,7,7,7,0,7
"98",7.3,2,4,2,2,5,2,6,3,6,1,1
"98",7.4,2,3,2,2,2,1,3,3,3,0,30
"98",7.5,2,2,2,2,2,3,4,3,4,1,7
"98",8.1,3,4,5,5,1,2,1,1,1,0,60
"98",8.2,3,4,4,6,1,1,2,2,1,0,90
"98",8.3,3,4,4,5,1,1,2,1,2,0,40
"98",8.4,4,4,4,6,1,2,1,1,2,1,45
"98",8.5,3,3.75,3.25,4.5,1.75,1.75,2.5,2,2.75,0.5,40
"98",9.1,3,4,3,5,1,1,2,2,2,0,45
"98",9.2,2,3,2,2,4,3,5,4,5,1,30
"98",9.3,4,4,4,5,1,1,1,1,1,0,7
"98",9.4,3,3,3,4,1,1,1,1,1,0,60
"98",9.5,4,4,3,5,1,1,1,1,2,0,90
"98",10.1,3,4,4,6,1,2,1,1,1,0,1
"98",10.2,3,5,4,5,1,1,2,2,2,0,1
"98",10.3,4,5,4,5,1,1,1,1,1,1,45
"98",10.4,4,6,5,5,1,1,1,1,1,0,30
"98",10.5,4,4,4,5,1,1,1,1,1,0,60
"98",11.1,4,4,4,5,1,1,2,1,2,0,20
"98",11.2,4,3,4,6,1,1,1,1,1,0,60
"98",11.3,3,2,2,3,3,2,5,4,5,1,30
"98",11.4,5,5,5,5,1,1,1,1,1,0,45
"98",11.5,4,5,5,5,1,1,3,1,2,1,1
"98",12.1,4,3,4,6,1,1,1,1,1,0,20
"98",12.2,4,6,5,7,1,1,2,1,1,0,45
"98",12.3,4,5,4,4,1,1,3,2,3,1,30
"98",12.4,4,4,4,4,1,1,1,1,1,0,1
"98",12.5,4,6,5,6,1,1,1,1,1,0,90
"98",13.1,2,3,3,6,1,1,2,1,1,0,1
"98",13.2,3,5,3,4,1,1,5,1,2,0,45
"98",13.3,3.25,3.75,3.5,5,1,1,2.25,1,1.25,0,19.25
"98",13.4,4,4,4,5,1,1,1,1,1,0,1
"98",13.5,4,3,4,5,1,1,1,1,1,0,30
"98",14.1,5,6,6,6,1,1,1,1,1,1,30
"98",14.2,5,5,5,7,1,1,1,1,1,0,30
"98",14.3,4.75,4.75,5.25,5.5,1,1,1,1,1,0.25,25.5
"98",14.4,5,4,6,5,1,1,1,1,1,0,7
"98",14.5,4,4,4,4,1,1,1,1,1,0,35
