"moniker","time","Happy_e","Enthusiastic","Pleased","Relaxed","Nervous","Sad","Irritated","Angry","Stressed","MWoccur","EmotionChronometry"
"16",1.1,5,1,3,5,3,2,4,1,5,1,45
"16",1.2,2,2,2,2,4,5,6,6,6,0,30
"16",1.3,6,6,6,3,1,3,2,1,3,0,40
"16",1.4,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,2.33333333333333,4.33333333333333,4.33333333333333,3.66666666666667,4.66666666666667,0.333333333333333,23.6666666666667
"16",1.5,2,2,2,5,2,5,5,4,5,1,1
"16",2.1,3,4,3.5,4.5,1.5,3,3,2.5,3,0.5,45.5
"16",2.2,4,6,5,4,1,1,1,1,1,0,90
"16",2.3,3.33333333333333,4.33333333333333,4,4,1.33333333333333,2.66666666666667,3.66666666666667,2.33333333333333,3.66666666666667,0.666666666666667,40.3333333333333
"16",2.4,4,5.5,5,3.5,1,1.5,3,1.5,3,0.5,60
"16",2.5,3.5,4.5,4.5,3,1.5,2.5,5,2,4.5,1,25
"16",3.1,4,5,5,3,1,2,5,2,5,1,30
"16",3.2,3,4,4,3,2,3,5,2,4,1,20
"16",3.3,3,3,3,3,3,2,3,2,4,1,30
"16",3.4,3,4,3,4,2,3,5,1,5,1,20
"16",3.5,3,3,3,4,3,5,6,4,3,0,40
"16",4.1,4,4,4,4,3,1,4,1,2,1,1
"16",4.2,2,4,4,4,1,1,1,1,1,0,60
"16",4.3,4,2,2,4,2,2,5,1,3,1,1
"16",4.4,3,2.66666666666667,2.33333333333333,3.66666666666667,1.33333333333333,2.66666666666667,3.66666666666667,2,3,0.666666666666667,35.3333333333333
"16",4.5,3,2,1,3,1,5,5,4,5,1,45
"16",5.1,3.5,2,1.5,3.5,1.5,3.5,5,2.5,4,1,23
"16",5.2,3,2,1.5,2.5,2,5,6,4.5,5,1,23
"16",5.3,3,2,1.5,2.5,2,5,6,4.5,5,1,23
"16",5.4,3,2,1.5,2.5,2,5,6,4.5,5,1,23
"16",5.5,3,2,2,2,3,5,7,5,5,1,1
"16",6.1,3,2,2,3.33333333333333,2,5,5.66666666666667,3.33333333333333,4.66666666666667,0.666666666666667,27
"16",6.2,3,2,2.5,3.5,2.5,5,6,3,4.5,0.5,18
"16",6.3,3,2,2.5,3.5,2.5,5,6,3,4.5,0.5,18
"16",6.4,3,2,2.33333333333333,3,2.66666666666667,4.66666666666667,5,3,4.33333333333333,0.666666666666667,18.6666666666667
"16",6.5,3,2,2.5,3.5,2.5,4.5,4,2,4,0.5,27.5
"16",7.1,3,2,2.5,3.5,2.5,4.5,4,2,4,0.5,27.5
"16",7.2,3,2,3,5,2,5,5,1,4,0,35
"16",7.3,3,2,2,2,3,4,3,3,4,1,20
"16",7.4,4,4,4,4,4,5,4,2,4,0,25
"16",7.5,3,3,2,2,5,5,5,4,5,1,63
"16",8.1,4,4,4,3,3,4,5,1,4,1,45
"16",8.2,4,6,4,5,1,2,2,2,3,0,60
"16",8.3,3.5,4.5,4,3.75,2.25,3.75,4,2.5,3.25,0.75,26.75
"16",8.4,3,4,5,4,3,4,4,2,3,1,1
"16",8.5,3,4,3,3,2,5,5,5,3,1,1
"16",9.1,3.33333333333333,3.66666666666667,4,3.33333333333333,2.33333333333333,3.66666666666667,3.66666666666667,3,2.66666666666667,0.666666666666667,9
"16",9.2,4,3,4,3,2,2,2,2,2,0,25
"16",9.3,4,3.5,4,4,2,2.5,3,2,2,0,25
"16",9.4,4,4,4,5,2,3,4,2,2,0,25
"16",9.5,3.33333333333333,3,3.33333333333333,3.66666666666667,3.33333333333333,3.66666666666667,4,3.33333333333333,3,0.333333333333333,38.3333333333333
"16",10.1,2,2,2,2,6,5,6,6,5,1,60
"16",10.2,4,3,4,4,2,3,2,2,2,0,30
"16",10.3,3,2.5,3,3.25,2.75,4,4,3.25,3.75,0.75,35.25
"16",10.4,2,2,2,2,1,5,5,3,4,1,50
"16",10.5,4,3,4,5,2,3,3,2,4,1,1
"16",11.1,4,4,4,4,2,4,4,2,3,0,35
"16",11.2,4,4,3,3,2,4,2,3,2,0,20
"16",11.3,4,4,3.5,3.5,2,4,3,2.5,2.5,0,27.5
"16",11.4,4,4,2.5,3.5,2,4,3,2.5,2,0,25
"16",11.5,4,4,2.5,3.5,2,4,3,2.5,2,0,25
"16",12.1,4,4,2,4,2,4,4,2,2,0,30
"16",12.2,4,3.5,3.5,4.5,2,3.5,3,2,2,0,25
"16",12.3,4,3.5,3.5,4.5,2,3.5,3,2,2,0,25
"16",12.4,4.5,3.5,4.5,4.5,2,2.5,2,1.5,2,0.5,25
"16",12.5,4,3,5,5,2,3,2,2,2,0,20
"16",13.1,5,4,4,4,2,2,2,1,2,1,30
"16",13.2,3,4,3,4,3,3,2,2,5,1,30
"16",13.3,2,3,1,2,3,5,5,5,5,1,1
"16",13.4,3,3,3,2,2,5,2,2,2,1,30
"16",13.5,2,2,2,2,2,4,7,6,6,1,1
"16",14.1,2.66666666666667,2.33333333333333,2.66666666666667,2,2,3.66666666666667,4.66666666666667,3,3.66666666666667,1,17
"16",14.2,3,2.33333333333333,2.66666666666667,2.33333333333333,2,2.33333333333333,5.66666666666667,2.66666666666667,4.33333333333333,1,7.33333333333333
"16",14.3,3,2,3,2,2,2,5,1,3,1,20
"16",14.4,4,3,3,3,2,1,5,1,4,1,1
"16",14.5,1,1,1,2,1,6,5,3,4,1,50
