"moniker","time","Happy_e","Enthusiastic","Pleased","Relaxed","Nervous","Sad","Irritated","Angry","Stressed","MWoccur","EmotionChronometry"
"114",1.1,5,3,2,3,1,2,1,1,3,0,1
"114",1.2,6,5,4,5,2,1,1,1,1,1,60
"114",1.3,6,5,4,6,1,1,1,1,1,0,60
"114",1.4,4,3,4,5,1,1,1,1,1,0,90
"114",1.5,5,4,6,3,1,1,1,1,1,1,90
"114",2.1,4,3,2,3,1,1,2,1,2,0,1
"114",2.2,3,2,2,3,1,2,3,1,3,0,1
"114",2.3,4,3,3,5,1,2,2,1,1,1,90
"114",2.4,5,3,2,4,1,1,2,1,1,1,90
"114",2.5,6,3,4,4,1,1,1,1,1,0,45
"114",3.1,6,4,3,5,1,1,1,1,1,0,1
"114",3.2,5,5,2,4,1,1,1,1,1,0,1
"114",3.3,4,3,3,3,1,2,2,1,1,0,55
"114",3.4,4,4,3,3,1,1,1,1,1,0,60
"114",3.5,6,5,4,4,1,1,1,1,1,1,30
"114",4.1,6,4,6,5,1,1,1,1,1,0,80
"114",4.2,4,5,3,4,1,1,2,1,2,0,30
"114",4.3,6,6,5,5,1,1,1,1,1,0,60
"114",4.4,6,5,5,5,1,1,1,1,2,0,1
"114",4.5,6,6,6,5,1,1,1,1,1,0,1
"114",5.1,5,4,4,6,1,1,1,1,1,0,1
"114",5.2,6,5,5,5,1,3,1,1,1,0,90
"114",5.3,6,5,4,6,1,1,1,1,1,0,80
"114",5.4,4,3,3,3,1,1,2,1,2,0,1
"114",5.5,6,6,5,4,1,1,1,1,1,0,90
"114",6.1,5,3,2,5,1,1,1,1,1,0,1
"114",6.2,3,4,2,3,1,1,1,1,2,0,1
"114",6.3,4,2,3,5,1,1,1,1,1,0,90
"114",6.4,4,3,2,5,1,1,1,1,1,0,1
"114",6.5,4,3,2,5,1,2,2,1,1,1,90
"114",7.1,4,4,3,5,1,1,1,1,1,1,68
"114",7.2,4,2,2,4,1,2,3,1,3,0,1
"114",7.3,5,5,5,6,1,1,1,1,2,0,90
"114",7.4,5,5,5,4,1,1,2,1,1,0,45
"114",7.5,6,5,6,3,1,1,1,1,1,1,40
"114",8.1,4,3,2,2,1,3,4,2,3,0,60
"114",8.2,6,4,3,5,1,1,1,1,2,1,25
"114",8.3,5,5,5,5,1,2,1,1,1,0,1
"114",8.4,6,5,5,5,1,1,2,1,1,0,50
"114",8.5,5,6,5,5,1,1,1,1,1,0,1
"114",9.1,4,3,2,4,2,1,1,1,1,0,45
"114",9.2,4,3,3,3,1,1,2,1,1,0,1
"114",9.3,4,3,1,4,1,1,1,1,1,0,60
"114",9.4,5,4,3,4,1,1,1,1,1,0,40
"114",9.5,5,3,3,2,3,1,1,1,1,0,30
"114",10.1,4,3,2,4,1,1,1,1,1,0,1
"114",10.2,4,4,3,5,1,1,2,1,1,0,7
"114",10.3,5,5,6,5,1,1,1,1,1,0,90
"114",10.4,5,4,3,3,1,1,1,1,1,0,90
"114",10.5,5,4,4,4,1,1,1,1,1,1,45
"114",11.1,4,5,3,5,1,2,2,1,2,0,60
"114",11.2,4,4,3,3,1,1,3,1,1,0,1
"114",11.3,4,2,3,4,1,1,2,1,2,0,60
"114",11.4,3,3,3,4,1,1,2,1,2,0,55
"114",11.5,4.5,3.5,4,4.25,1,1,1.5,1,1.75,0,29.25
"114",12.1,6,5,5,5,1,1,1,1,1,0,1
"114",12.2,5,4,5,4,1,1,1,1,2,0,1
"114",12.3,5,4,3,4,1,1,1,1,1,0,7
"114",12.4,3,2,3,3,1,4,5,2,4,1,65
"114",12.5,3,1,1,2,1,3,4,2,4,0,25
"114",13.1,4,4,4,5,1,1,1,1,1,0,1
"114",13.2,5,4,5,5,1,1,1,1,1,0,65
"114",13.3,5,4,5,5,1,1,1,1,1,0,30
"114",13.4,5,4,4.33333333333333,5,1,1,1,1,1,0,41.6666666666667
"114",13.5,5,4,3,5,1,1,1,1,1,0,30
"114",14.1,5,4.33333333333333,4.33333333333333,4.66666666666667,1,1,1.33333333333333,1,1,0.333333333333333,36.6666666666667
"114",14.2,5,5,5,4,1,1,1,1,1,0,20
"114",14.3,5,4,5,5,1,1,2,1,1,1,60
"114",14.4,5,4,3,3,1,1,2,1,1,0,58
"114",14.5,5,6,4,3,1,1,2,1,1,0,60
