"moniker","time","Happy_e","Enthusiastic","Pleased","Relaxed","Nervous","Sad","Irritated","Angry","Stressed","MWoccur","EmotionChronometry"
"28",1.1,4,4,5,3,3,2,1,1,4,0,5
"28",1.2,5,6,6,5,2,1,2,1,3,0,90
"28",1.3,3,3,2,2,2,2,6,4,5,1,3
"28",1.4,5,5,5,5,1,2,1,1,2,0,60
"28",1.5,2,1,1,2,5,7,5,4,7,1,1
"28",2.1,2,1,1,2,1,6,5,3,1,0,1
"28",2.2,1,1,1,7,1,6,6,1,1,0,1
"28",2.3,1,1,1,3,1,5,5,2,2,1,30
"28",2.4,5,4,4,5,1,2,2,1,2,0,1
"28",2.5,5,3,5,6,1,2,1,1,1,0,1
"28",3.1,5,4,6,5,3,1,1,1,2,1,1
"28",3.2,7,7,7,7,1,1,1,1,1,0,45
"28",3.3,4,4,5,5,2,2,1,1,2,1,20
"28",3.4,4,4,4,4,1,1,1,1,1,0,1
"28",3.5,5,6,6,5,1,1,1,1,1,0,1
"28",4.1,6,6,6,5,2,1,1,1,2,0,20
"28",4.2,4,3,4,2,1,3,2,1,3,1,30
"28",4.3,5,6,6,4,1,3,3,1,2,0,1
"28",4.4,2,2,2,2,5,6,4,2,6,1,60
"28",4.5,2,2,1,2,6,7,5,3,7,0,20
"28",5.1,2,5,2,3,3,7,1,1,4,0,60
"28",5.2,7,7,7,7,1,1,1,1,1,0,1
"28",5.3,5,5,6,5,2,2,1,1,2,0,1
"28",5.4,4.25,4.25,4.5,4.25,1.75,2.5,2,2.25,2.75,0.25,2
"28",5.5,4,4,4,4,1,2,1,1,2,0,5
"28",6.1,1,1,1,1,3,5,5,6,6,1,1
"28",6.2,2,2,2,4,2,6,6,5,5,1,30
"28",6.3,1,4,1,2,4,5,5,1,5,1,20
"28",6.4,3,1,1,5,1,6,1,1,2,0,5
"28",6.5,3,1,4,3,1,3,4,1,4,0,1
"28",7.1,2,2,1,3,1,4,6,5,5,1,1
"28",7.2,6,7,6,3,2,1,2,1,2,1,1
"28",7.3,6,6,6,6,1,1,1,1,1,0,1
"28",7.4,3,3,3,5,5,4,5,4,5,1,5
"28",7.5,5,7,6,4,4,1,1,1,1,0,5
"28",8.1,6,6,6,6,1,1,2,1,2,0,1
"28",8.2,2,1,1,2,5,5,2,1,6,1,1
"28",8.3,5,6,6,5,1,2,2,1,2,0,1
"28",8.4,6,6,5,3,1,2,1,1,1,1,5
"28",8.5,7,6,6,6,1,1,1,1,1,0,1
"28",9.1,4,4,4,4,1,1,1,1,4,0,5
"28",9.2,4,4,4,4,1,2,1,1,2,0,1
"28",9.3,4,5,4,5,2,1,1,1,2,1,5
"28",9.4,4,5,4,4,2,1,1,1,2,1,5
"28",9.5,7,7,7,7,1,1,1,1,1,0,60
"28",10.1,4,4,4,5,2,2,1,1,1,0,45
"28",10.2,4,4,4,6,1,2,2,1,3,1,5
"28",10.3,7,7,7,7,2,1,1,1,1,0,55
"28",10.4,7,1,7,7,1,1,1,1,1,0,1
"28",10.5,4,3,4,3,1,2,2,1,4,1,1
"28",11.1,6,6,6,6,1,1,1,1,1,0,90
"28",11.2,4,4,4,5,1,1,2,1,5,0,1
"28",11.3,2,6,4,3,1,6,1,2,2,0,60
"28",11.4,3,3,3,3,1,5,2,1,5,0,1
"28",11.5,6,6,5,5,1,1,2,1,2,0,1
"28",12.1,1,2,1,2,4,5,3,3,6,0,1
"28",12.2,5,5,4,3,4,2,1,1,5,1,1
"28",12.3,6,6,6,6,2,1,4,1,2,0,60
"28",12.4,7,7,7,7,2,1,1,1,1,0,50
"28",12.5,7,7,7,7,1,1,1,1,1,0,0
"28",13.1,6.75,6.5,6.75,6,2,1,1,1,1,0.25,22.5
"28",13.2,7,7,7,4,4,1,1,1,1,1,20
"28",13.3,6,5,6,6,1,1,1,1,1,0,20
"28",13.4,7,6,7,4,4,1,1,1,1,0,1
"28",13.5,6,4,6,6,1,1,1,1,1,0,1
"28",14.1,5,4,5,4,2,1,1,1,2,1,1
"28",14.2,7,7,7,4,1,1,3,1,1,0,7
"28",14.3,7,6,7,7,2,1,1,1,1,0,1
"28",14.4,7,6.33333333333333,7,5.66666666666667,2,1,1.66666666666667,1,1,0,3
"28",14.5,7,6,7,6,3,1,1,1,1,0,1
