"moniker","time","Happy_e","Enthusiastic","Pleased","Relaxed","Nervous","Sad","Irritated","Angry","Stressed","MWoccur","EmotionChronometry"
"74",1.1,4,3,4,2,1,2,4,1,3,0,2
"74",1.2,3,3,3,3,1,1,1,1,2,0,25
"74",1.3,3,3,4,1,2,3,1,3,5,0,5
"74",1.4,4,3,5,5,1,1,1,1,1,0,20
"74",1.5,5,6,5,5,1,1,2,2,1,1,30
"74",2.1,4,5,5,4,1,1,1,1,3,1,1
"74",2.2,4,4,4,3,1,1,1,1,2,0,30
"74",2.3,4,4,4,3,1,1,1,1,1,0,5
"74",2.4,4,3,4,4,1,1,1,1,1,0,60
"74",2.5,5,2,4,6,1,1,1,1,1,0,90
"74",3.1,4,3,3,5,1,1,3,2,2,0,20
"74",3.2,5,4,4,6,1,1,1,1,1,0,1
"74",3.3,4,3,3,7,1,1,1,1,1,0,240
"74",3.4,5,4,5,3,1,1,1,1,1,0,25
"74",3.5,3,3,2,3,1,2,5,4,5,0,1
"74",4.1,5,4,3,6,1,1,1,1,1,0,40
"74",4.2,7,4,7,6,2,1,2,1,1,0,1
"74",4.3,7,4,7,4,1,1,1,1,1,1,60
"74",4.4,5,5,5,4,1,1,1,1,1,0,45
"74",4.5,4,3,5,6,1,1,3,1,1,0,5
"74",5.1,5,6,4,2,1,1,1,1,1,0,60
"74",5.2,4,6,3,1,2,1,3,1,3,0,45
"74",5.3,3,3,3,1,1,1,6,3,5,0,45
"74",5.4,3,3,3,4,1,1,3,1,1,0,20
"74",5.5,5,7,6,4,2,1,1,1,4,0,35
"74",6.1,2,2,2,3,1,1,4,1,4,0,25
"74",6.2,2,2,2,1,4,1,4,4,6,0,35
"74",6.3,1,2,1,1,5,1,6,6,7,0,80
"74",6.4,3,4,2,2,2,1,2,1,5,0,1
"74",6.5,3,5,3,4,1,1,1,1,2,0,30
"74",7.1,3,2,3,2,1,1,2,1,2,0,1
"74",7.2,2,4,5,2,2,1,3,1,4,0,35
"74",7.3,3,2,2,2,1,1,2,2,1,0,1
"74",7.4,2,4,3,5,1,1,3,1,2,0,1
"74",7.5,3,4,2,4,1,1,1,1,2,0,25
"74",8.1,2,2,1,2,2,1,5,3,4,0,30
"74",8.2,3,3,1,2,4,1,4,2,5,0,60
"74",8.3,2,2,1,1,5,1,7,6,7,0,1
"74",8.4,2,5,5,2,1,1,1,1,1,0,1
"74",8.5,3,3,3,4,1,1,1,1,1,0,30
"74",9.1,3,4,3,2,1,1,4,3,3,1,25
"74",9.2,3,3,3,2,1,1,4,1,5,0,35
"74",9.3,3,3,3,2,1,1,1,1,2,0,45
"74",9.4,2,3,3,2,1,1,5,1,4,0,30
"74",9.5,3,4,4,2,1,1,1,1,1,0,5
"74",10.1,5,3,4,7,1,1,1,1,1,0,1
"74",10.2,3,2,2,5,1,1,1,1,1,0,1
"74",10.3,4,3,4,5,1,1,1,1,1,0,30
"74",10.4,6,5,7,5,1,1,1,1,1,0,35
"74",10.5,7,6,6,6,1,1,1,1,1,0,45
"74",11.1,2,1,1,3,3,3,5,3,4,0,35
"74",11.2,5,3,3,3,1,1,1,1,1,0,25
"74",11.3,6,3,4,6,1,1,1,1,1,0,42
"74",11.4,6,5,5,6,1,1,1,1,1,0,1
"74",11.5,4,3,3,6,1,1,1,1,1,0,30
"74",12.1,4,2,3,5,1,1,2,1,1,0,25
"74",12.2,5,3,4,7,1,1,1,1,1,0,60
"74",12.3,6,4,3,7,1,1,1,1,1,0,1
"74",12.4,7,7,7,5,1,1,1,1,1,0,35
"74",12.5,7,7,7,6,1,1,1,1,1,0,1
"74",13.1,4,2,3,7,1,1,1,1,1,0,25
"74",13.2,4,3,3,7,1,1,1,1,1,0,1
"74",13.3,1,1,1,1,6,6,6,6,7,0,20
"74",13.4,2,2,2,3,1,1,1,1,1,0,1
"74",13.5,5,3,3,5,1,2,1,1,1,1,1
"74",14.1,3,2,3,5,1,1,1,1,1,0,25
"74",14.2,3,1,1,3,1,1,1,1,1,0,35
"74",14.3,3,2,2,4,1,1,1,1,1,0,1
"74",14.4,5,4,4,5,1,1,1,1,1,1,85
"74",14.5,4,4,2,6,1,1,1,1,1,0,1
