"moniker","time","Happy_e","Enthusiastic","Pleased","Relaxed","Nervous","Sad","Irritated","Angry","Stressed","MWoccur","EmotionChronometry"
"36",1.1,4,5,2,5,2,3,1,1,1,0,60
"36",1.2,3.33333333333333,3.66666666666667,2.33333333333333,3.66666666666667,1.33333333333333,2.33333333333333,1,1,1.33333333333333,0,50
"36",1.3,2,3,2,2,1,1,1,1,1,0,45
"36",1.4,4,3,3,4,1,3,1,1,2,0,45
"36",1.5,2,1,1,5,4,5,1,1,3,0,1
"36",2.1,5,6,4,5,1,2,1,1,1,0,60
"36",2.2,6,6,6,5,1,2,1,1,1,0,60
"36",2.3,4,2,2,3,5,5,1,1,4,1,30
"36",2.4,4,4,4,4,3,5,1,1,4,1,30
"36",2.5,3.33333333333333,2.66666666666667,2.66666666666667,3.33333333333333,4.66666666666667,5,2.33333333333333,1,3.66666666666667,1,20.3333333333333
"36",3.1,2,2,2,3,6,5,5,1,3,1,1
"36",3.2,4,4,3.5,4.5,4,3.5,3,1,2,0.5,45.5
"36",3.3,4.33333333333333,4,3.66666666666667,4.66666666666667,3.33333333333333,3.66666666666667,2.33333333333333,1,2.33333333333333,0.333333333333333,40.3333333333333
"36",3.4,6,6,5,6,2,2,1,1,1,0,90
"36",3.5,5,4,4,5,2,4,1,1,3,0,30
"36",4.1,5,5,4,4,5,5,1,1,4,0,7
"36",4.2,6,4,5,6,2,3,1,1,1,0,90
"36",4.3,5,5,5,5,2,3,1,1,1,0,7
"36",4.4,4.5,4,4,4,2.75,3.75,2.25,1.75,2.25,0.25,41.75
"36",4.5,5,4,4,4,2,3,1,1,2,0,30
"36",5.1,2,3,2,1,5,6,6,4,5,1,40
"36",5.2,3.5,2.5,2.5,2.75,4,4.75,4.25,3.5,3.25,0.75,30
"36",5.3,3,1,2,2,5,6,6,5,3,1,30
"36",5.4,4,2,2,4,4,4,4,4,3,1,20
"36",5.5,3,1.5,1.75,2.5,5,5.25,4.5,4.25,3.25,0.75,25
"36",6.1,3,2,1,2,5,5,6,5,5,0,30
"36",6.2,2,1,2,2,6,6,2,3,2,1,20
"36",6.3,5,4,4,6,3,2,1,1,2,0,40
"36",6.4,3,2,2,4,3,5,1,1,3,1,1
"36",6.5,5,5,6,5,3,2,1,1,2,0,40
"36",7.1,4,3,2,2,5,4,1,1,5,0,60
"36",7.2,4,3,3,3,4,3.66666666666667,3,3,3.33333333333333,0.333333333333333,46.6666666666667
"36",7.3,3.5,2,1.5,2,4.5,4.5,4,4,4,0.5,50
"36",7.4,3,1,1,2,4,5,7,7,3,1,40
"36",7.5,4.66666666666667,3.33333333333333,3.33333333333333,3.66666666666667,3.66666666666667,3.33333333333333,4,3,2,0.333333333333333,33.3333333333333
"36",8.1,6,4,4,4,4,3,4,1,2,0,40
"36",8.2,5,5,5,5,3,2,1,1,1,0,20
"36",8.3,5.33333333333333,4.33333333333333,4.66666666666667,4.66666666666667,3.66666666666667,2.33333333333333,2,1,1.66666666666667,0,30
"36",8.4,5,4,5,5,4,2,1,1,2,0,30
"36",8.5,3,2.33333333333333,2.66666666666667,3.33333333333333,5,4,4,3.33333333333333,4,0.333333333333333,60
"36",9.1,1,1,1,2,6,5,5,5,5,1,60
"36",9.2,3,2,2,3,5,5,6,4,5,0,90
"36",9.3,2,1.5,1.5,2.5,5.5,5,5.5,4.5,5,0.5,75
"36",9.4,3.5,2.5,2,3.5,4.5,5,4,3,4,0.5,90
"36",9.5,3.5,2.5,2,3.5,4.5,5,4,3,4,0.5,90
"36",10.1,4,3,2,4,4,5,2,2,3,1,90
"36",10.2,2.5,2,1.5,4,4,6,4,3.5,4,0.5,55
"36",10.3,2.5,2,1.5,4,4,6,4,3.5,4,0.5,55
"36",10.4,2.5,2,1.5,4,4,6,4,3.5,4,0.5,55
"36",10.5,2.5,2.5,2.5,4.5,3.5,5.5,4,3,4.5,0.5,35
"36",11.1,1,1,1,4,4,7,6,5,5,0,20
"36",11.2,2,2,2.33333333333333,3.66666666666667,4,5.66666666666667,4.66666666666667,3.66666666666667,4.33333333333333,0.666666666666667,30
"36",11.3,4,4,4,5,3,4,2,1,4,1,50
"36",11.4,1,1,2,2,5,6,6,5,4,1,20
"36",11.5,2.5,2.5,2.75,3.25,4.25,5,3.5,2,4,0.75,32.5
"36",12.1,1,1,1,2,5,6,5,1,5,1,30
"36",12.2,4,4,4,4,4,4,1,1,3,0,30
"36",12.3,3.66666666666667,2,3.66666666666667,2.66666666666667,4.33333333333333,5.66666666666667,4,2.66666666666667,4,0.333333333333333,26.6666666666667
"36",12.4,6,1,6,2,4,7,6,6,4,0,20
"36",12.5,5,2.5,4.5,3.5,4,5.5,4,5,4,0.5,27.5
"36",13.1,5,2.5,4.5,3.5,4,5.5,4,5,4,0.5,27.5
"36",13.2,4,4,3,5,4,4,2,4,4,1,35
"36",13.3,3.5,2.5,2,3.5,4.5,5,2.5,2.5,4,1,62.5
"36",13.4,3.5,2.5,2,3.5,4.5,5,2.5,2.5,4,1,62.5
"36",13.5,3.66666666666667,2.66666666666667,2.33333333333333,3.66666666666667,4,5,2,2,3.33333333333333,0.666666666666667,42
"36",14.1,3,1,1,2,5,6,3,1,4,1,90
"36",14.2,3.5,2,2,3,4,5.5,2,1,3,0.5,45.5
"36",14.3,4,3,3,4,3,5,1,1,2,0,1
"36",14.4,3.5,2,2,3,4,5.5,2,1,3,0.5,45.5
"36",14.5,3.5,2,2,3,4,5.5,2,1,3,0.5,45.5
