"moniker","time","Happy_e","Enthusiastic","Pleased","Relaxed","Nervous","Sad","Irritated","Angry","Stressed","MWoccur","EmotionChronometry"
"91",1.1,3,2,3,4,5,5,2,1,5,1,40
"91",1.2,5,4,5,3,4,2,5,2,5,0,60
"91",1.3,1,1,2,3,5,5,2,2,5,1,20
"91",1.4,2,3,3,3,6,4,5,1,6,0,1
"91",1.5,2,2,4,3,5,5,3,1,5,1,30
"91",2.1,4,2,3,3,5,4,4,2,5,1,30
"91",2.2,3,2,3,3,5,2,3,1,4,1,20
"91",2.3,2,1,2,4,5,4,2,1,5,0,1
"91",2.4,2,1,2,2,6,5,4,4,6,0,20
"91",2.5,2,1,2,3,5,5,2,2,5,1,60
"91",3.1,1,1,3,4,5,5,2,1,4,1,60
"91",3.2,2,3,3,3,6,4,3,1,5,0,30
"91",3.3,2,1,1,2,5,5,4,2,6,0,60
"91",3.4,1,1,2,4,4,4,1,1,4,1,1
"91",3.5,5,4,5,5,2,2,1,1,3,0,1
"91",4.1,1,1,2,2,6,6,1,1,6,1,60
"91",4.2,1,1,1,1,5,5,2,1,6,1,60
"91",4.3,2,1,1,2,5,5,3,3,6,1,30
"91",4.4,3,2,3,3,4,3,3,2,4,1,30
"91",4.5,1,1,1,2,5,4,7,5,6,1,60
"91",5.1,1,1,2,2,6,6,3,1,6,1,60
"91",5.2,1,1,1,1,6,4,4,1,6,0,45
"91",5.3,1,1,1,1,5,5,4,2,6,0,60
"91",5.4,1,1,1,1,6,6,4,2,6,0,30
"91",5.5,3,2,5,4,4,4,1,1,4,0,60
"91",6.1,1,1,2,2,4,4,3,1,4,1,30
"91",6.2,2,1,3,5,4,3,1,1,4,0,20
"91",6.3,2,2,3,4,3,4,2,1,4,0,45
"91",6.4,2,1,2,3,4,4,2,2,4,0,1
"91",6.5,2,1,2,2,4,3,4,3,3,0,30
"91",7.1,1,1,2,2,4,3,4,3,5,0,1
"91",7.2,2,1,2,2,5,4,3,2,5,0,1
"91",7.3,3,1,2,4,3,4,2,1,4,0,20
"91",7.4,2,2,3,3,3,4,3,1,4,0,60
"91",7.5,3,3,3,3,4,3,1,1,3,0,20
"91",8.1,1,1,2,2,5,5,3,1,5,1,30
"91",8.2,1,2,2,2,5,4,2,2,5,0,30
"91",8.3,1,1,2,2,4,5,2,1,4,0,30
"91",8.4,2,1,2,3,5,5,4,2,5,1,30
"91",8.5,1,1,1,2,5,6,5,2,6,1,60
"91",9.1,1,1,2,2,4,4,3,1,5,0,30
"91",9.2,2,1,2,2,6,4,2,2,7,0,20
"91",9.3,2,2,3,2,3,4,2,1,2,0,30
"91",9.4,1,1,2,2,2,5,1,1,3,0,1
"91",9.5,1,1,2,2,2,4,2,2,3,0,1
"91",10.1,1,1,1,2,4,5,2,1,5,0,30
"91",10.2,1,1,1,1,5,5,5,3,5,0,30
"91",10.3,1,1,1,2,5,5,2,2,5,0,40
"91",10.4,1,1.25,1,1.5,5,5.25,3.75,2.5,5.5,0.25,40
"91",10.5,1,2,1,2,5,5,4,1,6,0,30
"91",11.1,1,1,1,1,5,6,4,4,6,1,60
"91",11.2,1,1,2,3,5,5,3,2,5,0,60
"91",11.3,1,1,2,2,4,5,3,2,5,0,40
"91",11.4,1,1,2,2,4,5,3,1,5,0,1
"91",11.5,1,1,2,4,4,4,2,1,4,1,20
"91",12.1,1,1,1,2,4,4,2,1,5,1,1
"91",12.2,1,1,1,2,5,6,2,1,6,1,30
"91",12.3,1,1,1,1,5,5,2,1,6,1,20
"91",12.4,1,2,2,1,6,5,4,2,6,0,30
"91",12.5,1,1,2,2,4,4,3,1,4,0,1
"91",13.1,1,1,1,1,5,6,4,2,5,1,30
"91",13.2,1,1,1,2,5,6,3,2,5,1,20
"91",13.3,1,1,1,2,4,4,2,1,4,0,20
"91",13.4,1,1,1,1,4,4,6,2,5,0,1
"91",13.5,1,1,1,2,4,6,4,2,5,1,1
"91",14.1,1,1,1,1,5,4,3,1,5,1,20
"91",14.2,1,1,1,2,5,6,2,1,5,0,30
"91",14.3,1,1,1,2,5,6,2,1,6,0,60
"91",14.4,1,1,1,1,3,5,1,1,4,0,30
"91",14.5,1,1,1,1,5,4,1,1,6,0,60
